pid|size|group4|group5
14510|S|1|5
16091|42|1|5
19159|S|3|2
15019|M|3|2
19986|M|1|5
11486|M|4|1
10645|XL|3|3
20186|XL|1|5
12236|XL|1|5
18707|M|3|3
17101|M|4|1
15467|44|4|1
20960|38,5|1|5
20852|L|3|3
13087|L|1|5
16272|45,5|4|5
19318|45,5|4|1
11613|140|1|5
15346|41 1/3|4|1
21083|46|1|5
10904|45|1|5
16116|3|1|5
12062|38|4|1
16960|152|4|1
11083|152|4|5
12140|44,5|4|1
22169|46 2/3|1|2
21083|41|1|5
11393|152|4|1
16982|41|1|5
18293|14 (46-48)|4|1
11175|42|4|1
15050|2XL|1|5
21068|1 ( 34-36 )|4|1
13920|XL|1|5
22406|XL|2|4
22546|176|3|3
17315|4 ( 43-46 )|2|4
14718|L|1|5
18382|42,5|1|5
18009|S|1|5
13607|44|3|3
20649|M|1|2
19552|44|4|1
10230|4 ( 43-46 )|3|3
18215|M ( 38-42 )|1|5
15860|M|4|5
15762|M|3|3
14606|M|1|2
21111|XL|4|1
15249|4 ( 43-45 )|4|1
10416|40|1|5
11614|2XL|1|5
20463|XL|3|3
21083|40|3|3
11523|S ( 128-140 )|1|5
18766|40,5|1|5
13607|43|3|3
17771|L|3|2
17771|2XL|3|2
17164|44|4|1
22085|L|3|2
21995|152|3|2
21995|164|3|3
11983|YLG 147,5-157,5|4|1
11230|YLG 147,5-157,5|4|1
11778|L|4|1
17841|5 ( 43-46 )|4|5
14131|2XL|3|2
13607|42,5|3|3
20670|38 2/3|1|2
10614|M|1|5
12860|3 ( 40-42 )|4|5
17687|L|1|5
21083|47|1|5
22221|10/12 (140-152)|1|5
16932|L|1|5
18720|L|1|5
14028|2XL|1|5
19853|L|1|2
22869|44,5|4|5
20866|XL|3|2
16056|140|1|2
19601|42,5|1|5
19035|36|1|5
21794|XL|1|5
21794|2XL|1|5
12704|43|1|5
12789|S ( 34-38 )|1|5
21139|S|4|5
22803|42 2/3|1|5
22199|37,5|1|5
15944|XL|3|3
16423|XL|3|3
18863|39|4|1
18256|42|1|5
15162|XL ( 158-170 )|1|5
18297|S ( 34/36 )|1|5
22553|S ( 34-38 )|1|2
21738|41 1/3|1|5
17403|L|3|2
12489|XL|1|2
11539|M|3|2
15282|3 (35-38 )|1|5
19630|42|3|2
19318|44,5|4|1
19474|44|4|5
13224|S|1|5
15962|S|3|2
15962|L|1|2
12296|43/46|1|2
16780|42|4|1
19229|40 2/3|1|5
15134|45 1/3|4|5
15646|M|4|1
12473|M|4|1
18389|M ( 38-42 )|3|2
12927|38,5|1|5
12597|XL|4|5
11035|XL|3|2
21734|S|1|2
16354|XL|3|2
21541|XL|1|5
10396|2XL|1|5
21085|L|4|1
21085|S|4|1
21085|M|4|1
21238|41|4|1
12683|XS|1|2
14266|44,5|1|2
17525|M|3|3
17525|L|3|3
12645|2XL|4|1
19841|M|3|3
21682|XS ( 116-128 )|4|1
21682|S ( 128-140 )|1|5
21682|M ( 140-152 )|4|1
19825|45,5|1|5
14164|S|3|3
17528|XL|4|1
14259|0 ( 31-33 )|4|1
12496|45|4|5
14860|L|2|3
12063|L|4|1
21068|4 ( 43-45 )|4|1
14523|XL (46-50 )|1|5
10368|5 ( 43-46 )|1|5
22681|M|2|4
15187|S|1|5
16432|35|4|1
17037|43|3|2
15879|35|4|5
18504|S|1|5
18504|M|1|5
16466|L|3|2
15780|47/49|4|1
13922|47/49|1|5
11547|36,5|4|1
18634|44|1|5
22151|116|1|5
15101|M ( 38-42 )|1|5
17875|S|4|1
17875|L|4|5
17875|M|4|1
14663|2XL|1|2
14582|L|4|5
13926|38|4|1
18076|XL|4|5
21294|XS ( 116-128 )|4|5
12141|L|4|1
19959|164|4|1
13686|41|4|1
19582|2XL|1|5
21041|L|1|5
10558|140|1|5
22063|164|1|2
14479|45,5|4|1
15134|41 1/3|4|5
15189|43|4|1
16747|134|1|2
17985|XL|1|5
22151|164|3|3
11422|4 ( 39-42 )|4|5
22595|40,5|4|1
10924|S ( 128-140 )|3|3
15306|XL|3|2
21033|152|1|2
16812|40,5|1|5
15252|44|4|5
19569|L|4|1
20685|S|1|5
22766|S|4|1
15593|140|1|5
15757|S ( 128-140 )|1|5
15340|L ( 152-158 )|3|2
15340|XL ( 158-170 )|1|2
11426|2XL|1|5
13699|36|4|5
20719|152|1|2
21886|43|3|2
16206|46 2/3|3|3
19685|M|1|2
19685|L|1|5
15839|36,5|1|5
13418|XL ( 158-170 )|1|5
22700|XL|1|5
15273|40,5|4|1
11878|44|4|5
12585|XL|1|5
16673|L|2|3
16685|44,5|4|5
22354|40|4|1
10416|39 1/3|1|5
22585|M|2|3
21282|XL|1|2
20342|XL|1|2
12295|140|4|1
11757|XL|3|2
22537|L|4|1
13313|L|4|5
10291|152|4|5
18471|XL|3|2
22128|4 ( 43-45 )|1|2
14164|XL|3|2
20786|M|1|5
16733|42|4|5
11535|45,5|4|5
12207|L|3|3
11879|41|4|1
12408|L ( 42-46 )|1|2
14804|46 2/3|4|1
16258|5 ( 43-46 )|4|1
15573|S|4|1
11739|L|1|5
14416|176|3|2
10785|S|1|2
18126|44,5|1|5
12183|S|1|5
15730|XL|1|5
22600|45,5|1|5
21352|47|4|1
20266|39 - 42|3|3
16505|41|1|5
21194|40|1|5
19601|45,5|1|5
21369|41|1|5
17537|XL|3|3
22074|S|1|5
18852|S ( 34-38 )|1|5
20771|M|1|2
20771|L|1|5
17673|XL ( 158-170 )|4|1
20340|4 ( 44-46 )|4|1
11084|38 2/3|1|5
21369|39|4|1
13238|XL|1|5
11651|40 2/3|1|2
12189|XL|1|5
13126|40,5|4|1
21554|42|1|5
16920|M|4|1
17427|42|1|5
14389|L|1|5
17210|40|4|1
17498|L|4|1
11078|46|1|5
12689|M ( 140-152 )|1|5
16737|M ( 140-152 )|1|5
19432|XL|4|1
10463|M|1|2
20582|L ( 152-158 )|1|2
20253|XL|4|1
22463|2XL|2|3
16817|164|1|5
21622|36|4|1
15975|36|3|2
19629|S ( 34/36 )|1|5
11158|41,5|1|5
15944|S|3|3
20244|176|4|1
21444|XL ( 158-170 )|3|3
13497|M ( 140-152 )|4|1
11067|152|1|5
10583|L ( 152-158 )|4|1
21377|45|4|1
17277|40 2/3|4|1
16954|41 1/3|1|5
11595|2XL|1|5
13505|M ( 140-152 )|4|1
17009|XS|4|1
20387|XL|1|5
17079|S ( 34/36 )|4|1
20693|164|4|1
16319|L|3|3
19057|42|4|1
15132|5 ( 43-46 )|1|2
17243|M|4|1
18087|XL|4|1
13112|S ( 128-140 )|1|2
19241|L ( 42-46 )|1|2
19926|XL ( 158-170 )|4|5
22400|M|4|1
20454|152|1|2
15633|XL|1|5
15633|M|4|1
18720|M|1|5
19594|M|1|5
15044|2XL|1|2
15041|44|1|5
15169|L|3|2
22597|44|1|5
12746|L|1|5
15306|S|1|5
22263|S|3|3
18060|42|1|5
15306|M|3|2
11078|44 2/3|1|5
15258|M|2|3
21743|S|4|1
15265|42|4|1
11923|XL|3|3
21317|M|1|5
11215|46 2/3|4|1
17016|140|4|1
16630|S|4|1
17572|M ( 140-152 )|1|2
11009|L|1|2
15046|42|1|5
10275|45,5|1|2
14464|5 ( 47-49 )|4|1
21111|M|1|5
11914|M|3|3
22037|5 ( 43-46 )|2|4
10807|XL|1|2
19537|2XL|1|5
13612|45,5|1|2
17153|S|4|1
22170|44|1|2
15497|2XL|4|1
12240|43|1|5
13072|41 1/3|4|5
15755|45|4|1
14586|XL|1|2
13697|44,5|4|1
15177|M|4|1
14606|XS|4|1
18379|L|3|3
14648|S ( 128-140 )|1|5
18399|42,5|1|5
12015|L ( 152-158 )|1|5
17709|46|4|1
15076|152|1|5
13791|44,5|1|5
12040|L ( 40/42 )|4|1
16615|M|3|2
11075|L|3|2
14656|42|4|5
18208|44,5|4|1
21194|47 1/3|4|1
15752|42|1|5
14656|42,5|1|5
10415|2XL|3|3
12219|43|1|5
16733|41 1/3|4|5
17893|44 2/3|1|2
16665|38|4|1
12408|M ( 38-42 )|1|5
19758|S|4|1
16978|5 ( 43-46 )|2|3
15755|44,5|1|2
15879|37 1/3|4|5
13064|S|1|5
21849|40|4|1
10665|140|4|1
20450|XL|3|2
14083|L|3|3
10339|40|1|2
10214|44 2/3|4|5
15669|M ( 140-152 )|1|5
15593|128|4|1
17370|128|4|1
17679|40,5|1|5
12240|45|4|5
13791|43|1|5
21288|S|1|5
11781|45,5|1|5
18373|M|4|1
18373|S|4|1
11034|2 ( 35-38 )|1|5
11480|140|1|5
11215|43 1/3|1|5
17714|44|3|2
14606|S|4|5
14497|S ( 34/36 )|4|1
11725|45 1/3|3|2
19318|46|4|1
18057|S|4|1
10733|M ( 140-152 )|1|5
11914|XL|2|4
21133|39|4|1
17022|43|4|1
11154|44 2/3|4|5
20624|40,5|4|1
16456|XL|4|1
14479|42,5|4|1
19506|S ( 128-140 )|1|5
15783|S ( 128-140 )|4|1
17346|M|3|3
15396|43 - 46|1|5
11078|42 2/3|1|5
15783|XL ( 158-170 )|4|1
22736|2XL|4|1
19128|L|1|5
12393|M ( 38-42 )|4|1
11878|46 2/3|4|1
12359|46 2/3|4|1
10948|42,5|1|5
11708|XL ( 158-170 )|1|5
10435|XL ( 158-170 )|2|3
17100|2XL|4|1
19207|L|1|2
11844|38|4|1
22288|39|1|5
13942|40 2/3|4|1
17312|44,5|4|1
16352|35,5|4|1
10919|M|4|5
18399|42|4|1
20400|M|1|5
19202|M|1|5
22354|40 2/3|4|5
11037|XL|3|3
11037|S|4|5
14334|L|1|2
14833|L|3|3
17792|L|1|2
17140|44 2/3|1|2
16556|M|1|2
19594|2XL|1|5
19712|46|3|3
22200|46|4|1
17652|44 2/3|4|1
18752|S|4|5
13864|XL ( 158-170 )|1|5
13336|36,5|4|5
12575|XS|4|5
21666|L|1|2
19063|L|4|1
20971|45,5|4|1
14365|44,5|4|5
15638|44|1|5
12255|S|4|1
14860|XL|2|4
15131|128|1|2
11048|M|4|5
17276|L|1|2
17276|M|3|2
18256|41 1/3|1|5
11064|44,5|1|5
15000|44|1|5
15000|43|4|1
20166|43|4|1
19658|164|1|2
15520|164|1|5
17175|41|4|1
16157|43 1/3|1|5
20937|39|1|2
12922|38|1|5
21398|44,5|1|5
20454|164|3|2
12140|40,5|4|1
16366|41|4|1
13284|2XL|1|5
20794|4 ( 43-46 )|3|2
20258|44|1|5
20258|45|3|2
19196|L|1|5
19196|M|1|5
19325|35|1|5
18161|M|4|5
18161|XL|3|3
17103|140|1|2
17313|M|3|2
12881|46|4|1
14045|42|1|5
19468|38|1|5
14065|164|4|1
20164|3 (35-38 )|4|1
12799|S|4|1
15590|39 1/3|1|5
14430|M|3|3
12703|40|1|2
12703|40 2/3|1|2
15551|44,5|1|5
15211|L ( 152-158 )|1|2
18399|45,5|1|5
15381|46|4|5
15381|46 2/3|4|5
17885|XL ( 158-170 )|3|2
15279|2XL|1|2
15992|38,5|4|1
21915|4 ( 43-46 )|3|3
15465|164|1|2
10717|2XL|1|2
22124|42|4|1
11158|42,5|1|5
17240|2XL|1|5
19841|XL|3|2
19456|L|2|3
16665|36|4|1
15870|36,5|4|1
15870|36|4|5
10073|XL ( 44/46 )|3|2
22228|43|1|2
15283|XL|1|5
20042|4 ( 43-45 )|1|5
16541|S ( 34/36 )|1|5
11009|XL|1|5
15390|XL|3|3
20216|XS ( 30-34 )|4|5
19235|2XL|1|5
14350|S ( 128-140 )|1|5
11412|37 1/3|1|5
18560|L|2|3
12214|S|4|1
13339|L|1|2
18785|2XL|3|2
20223|2XL|3|3
22532|S|3|2
10064|44|4|5
19760|XS|4|5
15099|45 1/3|3|2
20945|39|4|1
15757|L ( 152-158 )|1|2
11433|L|1|2
21133|47,5|1|5
15934|XL|1|5
14046|L|4|1
20705|40,5|1|5
10035|L ( 152-158 )|1|5
19191|42,5|1|5
14692|L|4|5
14688|L|1|2
16319|XL|4|5
11148|M|1|5
10717|XL|3|2
12107|M|1|2
22842|XS|1|5
19671|44|1|5
18806|S|4|5
16036|44 2/3|1|5
20851|45 1/3|4|5
12954|41 - 44|4|1
17894|44 2/3|1|2
22200|42|4|1
15762|S|3|3
11463|36|4|1
17662|2|1|5
18946|M|3|2
10897|M|1|2
10353|42 2/3|4|1
20851|40 2/3|4|1
15467|42|4|1
20851|43 1/3|4|5
18840|M|2|3
11777|32|4|1
20851|42|4|5
10312|46 2/3|1|5
19318|45|4|1
22599|2 ( Senior )|4|5
20258|42,5|3|2
12573|36|4|1
17148|116|3|2
22515|M|4|1
22515|L|4|5
22515|S|4|1
12569|47,5|4|5
17407|45 1/3|1|5
14672|43 1/3|1|5
12927|37,5|1|5
18676|45|1|2
20114|41|1|5
18091|S|1|5
15918|S|4|5
22169|40 2/3|3|2
16842|S|3|2
22200|45|4|1
14248|42|1|2
15344|37 1/3|1|5
22793|S|4|1
20108|176|3|2
11877|47 1/3|1|5
10197|XL (46-50 )|1|2
12024|37,5|1|5
17136|39|4|1
14037|140|4|5
20649|L|1|2
17227|XS ( 32/34 )|4|5
16737|XL ( 158-170 )|1|5
17641|41|4|1
12603|35|4|5
13038|33|4|1
13649|40|4|1
12037|42,5|4|1
16990|XL|4|5
16784|3|2|4
19582|L|1|5
22812|2 ( 37-39 )|2|3
12859|40 2/3|1|2
12873|44|4|5
16275|42|4|1
19225|41|4|1
22710|XL|1|5
12352|42|1|5
18208|45|4|5
18539|44 2/3|1|5
11370|38|1|5
19855|41|1|5
13474|L|1|5
20851|41 1/3|4|5
21446|152|1|2
11375|44|1|5
11037|2XL|4|5
21194|45 1/3|4|5
16587|M|1|5
11891|44|1|2
21068|2 ( 37-39 )|4|1
16091|43|1|5
12240|46|1|5
19179|S|4|1
14672|45 1/3|1|5
10073|L ( 40/42 )|3|2
15300|43 1/3|4|5
17140|42|1|5
17578|42|4|5
22342|M|1|5
12288|38|4|5
13404|L|1|2
17862|44|4|1
19914|44 2/3|4|5
17654|2XL|3|2
10460|36|4|1
11600|47,5|4|5
20096|S ( 34-38 )|1|5
17364|43|1|5
10469|42,5|4|1
16650|M|4|1
22813|XL|4|5
11463|38|1|5
18009|2XL|1|2
14509|S|1|5
10003|5 ( 43-46 )|4|1
11572|L|3|3
11187|2XL|3|3
16954|44 2/3|1|2
18076|S|1|5
20962|45|1|5
22076|M ( 140-152 )|1|5
15608|2XL|1|2
10463|S|1|5
10589|XL ( 158-170 )|4|1
11386|XL ( 158-170 )|1|2
12238|S|1|5
21030|M ( 38-42 )|1|2
20864|M|3|3
13085|38,5|4|5
12394|L ( 152-158 )|1|5
14704|43 1/3|1|2
19256|152|2|4
13607|42|1|2
17932|XL|3|2
22760|M|3|3
10214|40|4|5
18438|L|3|2
13798|M ( 140-152 )|4|1
17736|XL|4|1
17173|2XL|1|5
12569|45|4|1
14037|176|4|5
11325|38,5|4|5
20222|M ( 140-152 )|1|2
14703|M ( 38-42 )|4|5
11450|M|1|2
10125|S|1|2
18534|45 1/3|3|3
15482|116|1|2
11345|116|1|5
15134|43 1/3|4|5
16101|M|4|5
21714|4 ( 39-42 )|4|5
12531|L ( 40/42 )|1|5
13235|42|4|1
18722|128|1|5
20302|128|4|1
16472|164|1|5
16346|2XL|4|1
16346|XL|4|5
15765|S|4|5
10847|L|4|1
13553|L|1|5
16287|39|4|5
13336|38|4|1
16990|S|1|2
16990|M|1|5
14704|45 1/3|1|5
15551|42,5|3|2
15099|41 1/3|3|2
20578|S|1|5
20090|41|4|5
13262|M|1|2
15346|42 2/3|1|5
16157|44|1|5
18019|M ( 140-152 )|1|2
10904|42,5|1|5
13086|S ( 128-140 )|4|1
19225|44|4|1
15810|42,5|1|5
15583|L|1|5
20022|38/40 ( M / L )|4|5
15632|41|4|5
19712|45 1/3|3|3
15663|L|1|5
13474|XL|1|2
16376|M|1|2
18382|45,5|1|5
18312|41,5|4|1
12655|37 1/3|4|1
16019|37 1/3|4|1
10525|S|3|2
16385|00 ( 27-30 )|1|5
17517|M|3|2
18445|S ( 34/36 )|3|2
17248|41|4|5
10164|M ( 140-152 )|1|5
10306|S ( 34-38 )|3|2
13117|M ( 140-152 )|4|1
16885|35|4|1
15679|42,5|4|5
19913|42,5|4|1
19913|43|4|1
19168|XL|1|5
16932|XL|3|3
14656|44|1|2
20105|S|4|1
21194|42|1|5
11669|XS|1|2
19089|44 2/3|1|5
11607|XL|1|5
17466|M|2|3
12696|35|4|1
20716|4 ( 44-46 )|4|1
17302|L|1|2
22170|42 2/3|1|5
13508|L|1|5
20755|S|4|1
12140|42,5|4|1
16468|45,5|4|1
19505|2XL|1|2
14923|42,5|4|1
17856|41|4|1
22330|4 ( 39-42 )|4|5
12558|S|1|5
13956|33|4|1
16889|M|1|5
22587|44|1|5
21976|42,5|4|1
15880|M|1|5
17967|XL|1|2
11562|M|4|1
18988|128|4|1
19527|XL|1|2
12219|40,5|4|1
15172|2XL|4|1
20866|2XL|1|2
12659|2XL|1|5
10195|L|1|2
17012|L|1|5
19301|42,5|3|3
17978|44,5|4|5
15368|M ( 140-152 )|1|5
14735|116|1|5
20302|116|4|5
22535|L|1|5
11148|2XL|1|5
17225|4 ( 43-45 )|1|5
18185|45,5|4|5
17666|39|1|2
20222|XS ( 116-128 )|4|1
19706|46,5|4|1
22623|XL|4|1
12818|XL|4|1
12818|L|1|2
15803|42|4|1
12513|46|4|1
15497|L|1|5
19456|M|4|5
21906|42,5|4|1
15029|140|1|5
14080|40|1|5
22270|XS ( 32/34 )|3|2
22170|40|1|5
15080|46|1|5
11445|M|4|5
22069|M|3|3
17666|42|4|1
10421|42|1|2
18923|XL|1|5
19991|L|1|2
21194|46|1|5
11637|M ( 38-42 )|1|2
22530|XL|1|2
21875|140|1|5
14656|41|4|1
21956|XL|4|5
22613|47|1|2
13873|M|4|1
10759|2XL|1|5
19563|M|3|3
14406|44|4|1
11733|2XL|1|5
21266|L|4|1
11040|140|4|1
14654|36|1|5
14084|41|1|5
21602|M|3|2
13931|XL|1|2
11507|M|4|1
16107|39 1/3|4|1
10752|L ( 152-158 )|1|5
11629|2XL|1|5
16369|S ( 34-38 )|1|5
19354|2XL|4|5
14704|46 2/3|1|5
18339|42 2/3|1|5
21017|42,5|1|5
14768|S ( 34/36 )|1|5
22108|4 ( 43-46 )|3|2
13347|4 ( 43-46 )|3|2
12859|45 1/3|1|2
21266|M|4|5
11775|44|4|5
21860|XL|1|2
13686|42,5|4|5
15652|XL|4|1
11411|XL|1|5
16791|152|1|5
15369|M|3|2
17741|42|4|1
12132|L|1|5
12587|2 ( Senior )|4|1
16630|XL|1|5
15134|46 2/3|4|5
17407|46 2/3|4|1
16519|XL|3|3
11433|XL|1|2
10633|L|1|2
22818|L ( 152-158 )|1|2
17911|XL|1|5
20659|XL|1|5
14650|42|4|5
10158|XL|1|5
13458|152|3|3
19032|164|4|1
18110|2XL|1|5
11678|45|4|5
13785|36,5|1|5
16090|3|4|1
20905|41|1|5
19259|L|4|1
15030|L|1|2
20512|38|4|5
15864|S|4|5
17466|S|2|3
15898|XL ( 158-170 )|1|5
20993|L ( 152-158 )|1|5
20254|M|1|2
17679|42|1|5
14672|46 2/3|3|3
14104|40,5|4|1
11762|2XL|1|2
19885|XL|3|2
14552|L|1|5
10108|45,5|4|1
13404|XL|1|2
17856|39|4|1
14980|40|4|5
17564|44,5|4|5
10686|XL|1|2
13901|L|1|5
18339|43 1/3|1|5
16157|41 1/3|4|1
10961|XL|1|5
17304|43|1|5
18257|128|4|1
12744|44,5|1|5
18339|39 1/3|1|5
15346|42|1|5
19468|38 2/3|1|5
17894|43 1/3|3|2
22736|XL|2|3
12951|42|4|1
14799|44,5|1|5
19441|L|4|1
15134|47 1/3|1|5
21643|42,5|1|5
16157|42|4|1
10119|44|4|5
14092|M|1|2
16221|S|1|2
11610|164|4|1
20162|2 ( 37-39 )|3|3
10119|39 1/3|1|5
10312|39 1/3|4|5
16372|L|1|5
16088|L|3|2
20719|164|1|5
15670|L ( 42-46 )|3|3
21377|43|1|2
17861|39 1/3|4|1
17933|2XL|3|3
22812|4 ( 43-45 )|3|2
22063|152|1|5
15099|47 1/3|1|2
21730|L ( 40/42 )|4|1
20266|47 - 50|3|2
10282|43 1/3|4|5
11877|48|1|5
15080|43 1/3|1|5
15390|L|3|2
17241|S|1|2
10102|XL|3|2
22717|XL|3|2
19472|45|1|5
10635|S|1|5
18309|41 - 44|2|3
22806|XS|4|1
15325|152|3|2
13038|38 2/3|1|5
21406|152|4|1
20704|39|4|1
13758|XL|3|3
19013|L|3|2
16088|XL|1|2
12028|XL|1|5
18228|XL|1|2
17364|44|1|5
22514|L|4|5
10645|S|3|3
22589|XL|1|5
15273|40|1|5
20057|42|1|5
11463|36,5|1|5
10847|M|4|5
21730|M ( 38/40 )|1|5
15577|M|1|2
15252|40 2/3|4|5
15870|38|1|5
10436|L|4|5
14514|2XL|3|2
11215|47 1/3|4|5
13471|47|1|5
13888|M|1|2
21580|44|4|1
13587|L|1|2
17991|42|4|5
11381|41|1|5
14338|L|4|1
10186|36 2/3|4|1
18536|L|1|5
21539|S|3|3
13588|S ( 34/36 )|4|1
17634|46,5|4|1
17477|2XL|1|2
11215|39 1/3|4|1
18244|46|4|1
10320|39/42|1|5
11215|45 1/3|4|1
19280|39|1|5
18729|44|1|5
18534|44|1|5
15344|38|1|2
22340|M ( 140-152 )|4|5
22340|S ( 128-140 )|1|5
10064|44 2/3|1|5
20730|41|4|5
17672|2XL|1|5
20609|M ( 38-42 )|2|3
10119|40 2/3|1|5
17575|M|1|5
15774|40|3|3
12240|41|4|5
11878|40 2/3|4|1
17458|42,5|4|1
14804|44|4|1
19318|43|1|5
12597|M|1|2
17265|L ( 40/42 )|1|5
12240|45,5|1|5
16987|M|1|5
10365|2XL|1|5
22264|38,5|4|1
13458|128|1|5
22542|L|1|5
11034|5 ( 47-49 )|3|3
15845|2XL|1|2
10862|42|4|5
12534|41|1|2
12240|44,5|1|5
21427|45|4|1
15284|46|4|1
19478|L ( 152-158 )|4|1
22666|L|4|5
13985|46 2/3|4|1
19987|44|3|2
17797|S|1|2
15012|XL|3|3
14346|M|3|3
13690|2XL|4|1
21405|2XL|3|2
20463|2XL|3|2
20860|XL (46-50 )|1|5
10575|46 2/3|4|1
16929|43|4|5
16889|L|4|5
20546|44|1|5
13011|S|1|5
10249|L|3|3
18688|44|4|5
17226|41|1|5
10285|XL ( 158-170 )|1|5
15017|L|3|2
13681|152|4|1
14510|L|1|2
11198|XL|3|2
14080|44|1|5
14286|140|4|1
14286|176|4|1
12101|XL ( 158-170 )|3|3
11215|44 2/3|1|5
12389|152|1|2
18029|XS/S|1|2
16727|M|4|1
16357|XL|3|2
19318|47|4|1
20042|3 ( 40-42 )|1|5
15121|XL|1|2
15121|M|1|2
19710|34|4|1
19507|L|1|5
14410|44,5|1|5
22597|45 1/3|1|5
17572|S ( 128-140 )|1|5
20518|39|4|1
15080|45 1/3|1|5
18824|5 ( 43-46 )|1|5
15664|XL ( 158-170 )|1|5
17359|S|3|3
18683|L|4|1
12552|S ( 128-140 )|1|2
15344|38 2/3|3|2
21886|45|1|2
11215|48|4|1
13532|S|1|2
22175|M ( 140-152 )|1|2
10948|41|1|2
10263|XL|1|5
13452|44 2/3|1|5
18604|XL|1|5
11166|36|1|5
16854|36|1|2
11822|M ( 140-152 )|1|5
14005|39|1|5
21553|2XL|3|3
17797|2XL|2|3
16723|M|1|2
12004|S|2|4
13880|43 - 46|3|2
14923|45|1|5
19018|XL|1|2
21517|L|3|3
10715|42 2/3|1|2
17466|L|3|2
14453|37,5|1|2
17741|45,5|4|1
13800|S|3|3
22458|S|4|1
17282|164|1|2
18620|152|2|3
15864|2XL|1|2
12056|2XL|1|5
12263|L|4|1
20624|42|1|5
22462|L ( 40/42 )|1|5
18415|L|1|2
16088|M|3|2
22581|45|2|3
22508|M|4|1
13802|36|4|1
10439|L|2|4
15228|38,5|4|1
16473|2XL|1|2
10414|XS|4|1
20514|45,5|1|5
20704|44|4|1
18232|XL|1|5
18749|XL|1|2
22650|42|4|1
20139|40 2/3|1|5
22474|XS|1|5
16982|40|4|1
11381|46|1|5
12824|40 2/3|4|5
13233|M|4|5
14315|M|1|5
11779|L|1|5
20852|M|3|3
20852|S|4|5
22248|L|1|5
21051|37,5|1|5
15999|35|1|5
12951|40 2/3|1|5
18257|164|4|1
19468|36|4|5
17201|46|4|1
10393|42,5|1|2
14408|39 1/3|1|2
12957|14/16 (164-176)|4|1
18399|39|4|1
11600|42,5|1|5
11956|2XL|4|1
10463|XL|3|2
21733|44 2/3|1|5
17600|2|4|1
13931|2XL|3|3
12319|L|1|5
12674|38,5|4|1
21547|L|1|5
13798|XL ( 158-170 )|1|5
17885|S ( 128-140 )|4|5
19712|42|3|2
17389|164|3|2
13155|38|4|5
13189|M ( 140-152 )|1|2
20515|45|4|1
13752|XL ( 158-170 )|4|1
22629|XL ( 158-170 )|1|5
12569|40,5|1|5
12744|44|1|5
18062|M|1|5
17147|2 ( 37-39 )|4|1
18194|42,5|4|5
21377|39|4|1
16423|L|3|3
10862|43|4|1
13390|42|4|1
17848|44|1|5
10862|42,5|1|5
14501|2XL|3|2
10715|43 1/3|4|5
20771|XL|4|1
17265|M ( 38/40 )|1|5
14672|47 1/3|1|5
15169|M|1|5
12873|43 1/3|4|5
21170|XL|1|2
22073|S|1|2
15095|44|1|2
19760|3XL|4|5
22818|XL ( 158-170 )|1|5
13381|2XL|1|2
22689|M|1|2
22689|L|3|2
19857|38,5|4|5
17666|40|1|5
19168|2XL|3|2
20147|42,5|1|5
21823|L ( 152-158 )|3|3
13871|XL|1|5
15178|164|4|5
11616|38|4|1
16842|XL|3|3
16556|L|3|2
16556|XL|1|2
12140|46|4|1
21270|2XL|1|2
11193|XL|4|5
12824|40|4|1
11787|41|1|5
14735|152|3|2
19486|152|4|1
12105|XL|1|5
22844|43|1|5
15138|L|1|2
20728|3 ( 40-42 )|1|5
10344|42|4|1
14661|L|3|3
12004|L|1|5
13612|47,5|1|5
11106|5 ( 46-48 )|1|2
10715|44 2/3|3|3
17709|44,5|1|5
20700|M|4|1
18497|46,5|4|5
21667|42,5|1|5
15810|43|1|5
10396|L|1|2
22823|XL|1|5
18529|35|4|1
15483|42|4|1
15567|M|1|5
10862|44,5|4|1
21076|35|4|1
13233|XL|4|1
12698|47|2|4
17836|40 2/3|4|5
13136|XS ( 116-128 )|1|5
16737|XS ( 116-128 )|3|3
18560|M|3|3
22544|M ( 140-152 )|3|2
19089|42 2/3|1|5
10948|42|3|3
16954|46|1|2
20580|XL|4|1
11410|M|3|2
14656|40,5|4|5
10809|XL|1|2
15472|XL|4|5
13337|38|1|5
14797|164|4|1
15900|2|1|5
15277|44|1|5
12319|S|1|5
13000|M|4|5
12844|4 ( 43-45 )|3|3
17407|41 1/3|1|5
21669|44 2/3|1|5
13372|L|3|2
14827|45,5|1|5
11237|45,5|4|5
11078|48|1|2
19229|47 1/3|1|5
18992|39|1|5
12937|4 ( 43-45 )|3|3
21032|S|4|1
16427|42 2/3|4|1
20870|S|3|2
16929|44|1|5
20135|42,5|4|1
16505|42,5|1|5
13657|164|1|5
19515|M|1|5
10978|M|4|1
12093|43|1|5
13791|44|3|2
13483|S|3|3
18270|44|1|5
18761|5 ( 43-46 )|4|5
13713|S ( 34/36 )|1|5
14850|5 ( 46-48 )|1|2
21498|L|1|5
14036|XL|4|1
18542|XL|1|2
19884|43|1|2
22787|L|4|1
22787|XL|1|5
11568|M ( 40 )|1|5
11957|2XL|1|2
14815|2XL|1|2
15778|46|1|5
17770|S ( 128-140 )|3|3
13087|S|4|1
16630|M|1|5
17237|37 1/3|1|5
18682|42,5|4|1
20121|XL ( 158-170 )|1|5
18856|XL|1|2
19325|35,5|1|2
