ps|all|Cluster_5|Cluster_9|remain5|remain9
13692 - 42|5|3|2|0.4|0.6
13692 - 43|5|3|3|0.4|0.4
13692 - 44|8|3|3|0.625|0.625
13692 - 44,5|6|3|3|0.5|0.5
13699 - 32|8|1|1|0.875|0.875
13713 - S ( 34/36 )|4|1|1|0.75|0.75
13721 - 2XL|12|1|1|0.916666666666667|0.916666666666667
13721 - L|46|1|1|0.978260869565217|0.978260869565217
13721 - M|52|1|1|0.980769230769231|0.980769230769231
13721 - S|27|1|1|0.962962962962963|0.962962962962963
13721 - XL|20|1|1|0.95|0.95
13733 - 2XL|33|1|1|0.96969696969697|0.96969696969697
13733 - L|93|1|1|0.989247311827957|0.989247311827957
13733 - M|83|30|6|0.63855421686747|0.927710843373494
13733 - S|49|1|1|0.979591836734694|0.979591836734694
13733 - XL|52|1|1|0.980769230769231|0.980769230769231
13737 - L|4|1|1|0.75|0.75
13737 - M|14|1|1|0.928571428571429|0.928571428571429
13737 - S|9|1|1|0.888888888888889|0.888888888888889
13738 - 44,5|9|1|1|0.888888888888889|0.888888888888889
13758 - L|31|1|1|0.967741935483871|0.967741935483871
13758 - M|24|1|1|0.958333333333333|0.958333333333333
13758 - XL|13|1|1|0.923076923076923|0.923076923076923
13762 - L|29|1|1|0.96551724137931|0.96551724137931
13762 - M|33|1|1|0.96969696969697|0.96969696969697
13762 - XL|13|1|1|0.923076923076923|0.923076923076923
13775 - 128|35|1|1|0.971428571428571|0.971428571428571
13775 - 140|60|1|1|0.983333333333333|0.983333333333333
13775 - 164|56|1|1|0.982142857142857|0.982142857142857
13775 - 176|82|1|1|0.98780487804878|0.98780487804878
13791 - 42,5|6|1|1|0.833333333333333|0.833333333333333
13791 - 43|9|1|1|0.888888888888889|0.888888888888889
13791 - 44|15|1|1|0.933333333333333|0.933333333333333
13791 - 44,5|13|1|1|0.923076923076923|0.923076923076923
13791 - 45|14|1|1|0.928571428571429|0.928571428571429
13791 - 45,5|10|1|1|0.9|0.9
13791 - 46|12|1|1|0.916666666666667|0.916666666666667
13795 - L ( 152-158 )|8|1|1|0.875|0.875
13795 - M ( 140-152 )|7|1|1|0.857142857142857|0.857142857142857
13795 - XL ( 158-170 )|6|1|1|0.833333333333333|0.833333333333333
13798 - L ( 152-158 )|4|1|1|0.75|0.75
13798 - XL ( 158-170 )|7|1|1|0.857142857142857|0.857142857142857
13800 - 2XL|5|1|1|0.8|0.8
13800 - L|13|1|1|0.923076923076923|0.923076923076923
13800 - M|17|1|1|0.941176470588235|0.941176470588235
13800 - S|7|1|1|0.857142857142857|0.857142857142857
13800 - XL|10|1|1|0.9|0.9
13816 - L ( 42-46 )|25|1|1|0.96|0.96
13816 - M ( 38-42 )|15|1|1|0.933333333333333|0.933333333333333
13816 - S ( 34-38 )|5|1|1|0.8|0.8
13817 - 2XL|15|1|1|0.933333333333333|0.933333333333333
13817 - L|49|1|1|0.979591836734694|0.979591836734694
13817 - M|38|1|1|0.973684210526316|0.973684210526316
13817 - S|18|1|1|0.944444444444444|0.944444444444444
13817 - XL|36|1|1|0.972222222222222|0.972222222222222
13819 - L ( 152-158 )|12|1|1|0.916666666666667|0.916666666666667
13819 - M ( 140-152 )|11|1|1|0.909090909090909|0.909090909090909
13819 - XL ( 158-170 )|19|1|1|0.947368421052632|0.947368421052632
13821 - 2XL|14|1|1|0.928571428571429|0.928571428571429
13821 - L|106|1|1|0.990566037735849|0.990566037735849
13821 - M|50|1|1|0.98|0.98
13821 - S|36|1|1|0.972222222222222|0.972222222222222
13821 - XL|61|1|1|0.983606557377049|0.983606557377049
13825 - 140|4|1|1|0.75|0.75
13825 - 152|11|1|1|0.909090909090909|0.909090909090909
13828 - 36,5|4|1|1|0.75|0.75
13839 - 37,5|5|1|1|0.8|0.8
13839 - 38,5|5|1|1|0.8|0.8
13847 - L ( 42-46 )|28|1|1|0.964285714285714|0.964285714285714
13847 - S ( 34-38 )|41|1|1|0.975609756097561|0.975609756097561
13848 - 42,5|8|1|1|0.875|0.875
13864 - L ( 152-158 )|6|1|1|0.833333333333333|0.833333333333333
13864 - XL ( 158-170 )|7|1|1|0.857142857142857|0.857142857142857
13868 - 2XL|4|1|1|0.75|0.75
13868 - L|13|1|1|0.923076923076923|0.923076923076923
13868 - M|20|1|1|0.95|0.95
13868 - XL|13|1|1|0.923076923076923|0.923076923076923
13869 - 38|4|1|1|0.75|0.75
13870 - XL ( 158-170 )|8|1|1|0.875|0.875
13880 - 39 - 42|17|1|1|0.941176470588235|0.941176470588235
13880 - 43 - 46|7|1|1|0.857142857142857|0.857142857142857
13883 - M|6|1|1|0.833333333333333|0.833333333333333
13888 - M|13|1|1|0.923076923076923|0.923076923076923
13891 - 4 ( 39-42 )|9|1|1|0.888888888888889|0.888888888888889
13891 - 5 ( 43-46 )|10|1|1|0.9|0.9
13901 - L|16|1|1|0.9375|0.9375
13901 - M|19|1|1|0.947368421052632|0.947368421052632
13902 - 42,5|9|1|1|0.888888888888889|0.888888888888889
13913 - L|11|1|1|0.909090909090909|0.909090909090909
13913 - M|20|1|1|0.95|0.95
13913 - S|8|1|1|0.875|0.875
13913 - XL|5|1|1|0.8|0.8
13916 - 128|21|1|1|0.952380952380952|0.952380952380952
13916 - 164|51|1|1|0.980392156862745|0.980392156862745
13916 - 176|34|1|1|0.970588235294118|0.970588235294118
13920 - L|21|1|1|0.952380952380952|0.952380952380952
13920 - XL|12|1|1|0.916666666666667|0.916666666666667
13922 - 39/42|16|1|1|0.9375|0.9375
13922 - 43/46|24|1|1|0.958333333333333|0.958333333333333
13931 - 2XL|13|1|1|0.923076923076923|0.923076923076923
13931 - L|81|1|1|0.987654320987654|0.987654320987654
13931 - M|97|1|1|0.989690721649485|0.989690721649485
13931 - S|44|1|1|0.977272727272727|0.977272727272727
13931 - XL|60|1|1|0.983333333333333|0.983333333333333
13935 - 2XL|6|1|1|0.833333333333333|0.833333333333333
13935 - L|24|123|2|-4.125|0.916666666666667
13935 - M|30|1|1|0.966666666666667|0.966666666666667
13935 - S|25|1|1|0.96|0.96
13935 - XL|21|1|1|0.952380952380952|0.952380952380952
13940 - 1 ( Junior)|8|1|1|0.875|0.875
13942 - 43 1/3|8|1|1|0.875|0.875
13974 - L|15|1|1|0.933333333333333|0.933333333333333
13974 - M|21|1|1|0.952380952380952|0.952380952380952
13977 - L ( 152-158 )|32|1|1|0.96875|0.96875
13977 - M ( 140-152 )|18|1|1|0.944444444444444|0.944444444444444
13977 - S ( 128-140 )|19|1|1|0.947368421052632|0.947368421052632
13977 - XL ( 158-170 )|27|1|1|0.962962962962963|0.962962962962963
13986 - L|29|1|1|0.96551724137931|0.96551724137931
13986 - M|25|1|1|0.96|0.96
13986 - S|23|1|1|0.956521739130435|0.956521739130435
13986 - XL|10|1|1|0.9|0.9
14004 - M|8|1|1|0.875|0.875
14011 - L|34|1|1|0.970588235294118|0.970588235294118
14011 - M|30|1|1|0.966666666666667|0.966666666666667
14011 - XL|16|1|1|0.9375|0.9375
14013 - L|16|1|1|0.9375|0.9375
14013 - M|13|1|1|0.923076923076923|0.923076923076923
14013 - XL|6|1|1|0.833333333333333|0.833333333333333
14022 - M|5|1|1|0.8|0.8
14026 - 43|5|1|1|0.8|0.8
14026 - 44|9|1|1|0.888888888888889|0.888888888888889
14026 - 44,5|4|1|1|0.75|0.75
14028 - L|97|1|3|0.989690721649485|0.969072164948454
14028 - M|87|1|1|0.988505747126437|0.988505747126437
14028 - S|57|1|1|0.982456140350877|0.982456140350877
14028 - XL|49|1|1|0.979591836734694|0.979591836734694
14032 - M|8|1|1|0.875|0.875
14036 - L|17|1|1|0.941176470588235|0.941176470588235
14036 - M|15|1|1|0.933333333333333|0.933333333333333
14036 - S|5|1|1|0.8|0.8
14036 - XL|5|1|1|0.8|0.8
14037 - 176|12|1|1|0.916666666666667|0.916666666666667
14050 - L|22|1|1|0.954545454545455|0.954545454545455
14050 - M|26|1|1|0.961538461538462|0.961538461538462
14050 - XL|6|1|1|0.833333333333333|0.833333333333333
14054 - 43|4|1|1|0.75|0.75
14054 - 44,5|9|1|1|0.888888888888889|0.888888888888889
14054 - 45|12|1|1|0.916666666666667|0.916666666666667
14054 - 47|9|1|1|0.888888888888889|0.888888888888889
14055 - L|10|1|1|0.9|0.9
14055 - M|15|1|1|0.933333333333333|0.933333333333333
14055 - XL|11|1|1|0.909090909090909|0.909090909090909
14057 - 39|6|1|1|0.833333333333333|0.833333333333333
14057 - 40|8|1|1|0.875|0.875
14057 - 43|12|1|1|0.916666666666667|0.916666666666667
14057 - 44|13|1|1|0.923076923076923|0.923076923076923
14061 - 44|5|1|1|0.8|0.8
14067 - 35 - 38|14|1|1|0.928571428571429|0.928571428571429
14067 - 39 - 42|57|1|1|0.982456140350877|0.982456140350877
14067 - 43 - 46|86|3|3|0.965116279069767|0.965116279069767
14067 - 47 - 50|12|1|1|0.916666666666667|0.916666666666667
14069 - 4 ( 39-42 )|4|1|1|0.75|0.75
14080 - 40|4|1|1|0.75|0.75
14080 - 42,5|8|1|1|0.875|0.875
14080 - 44|7|1|1|0.857142857142857|0.857142857142857
14080 - 44,5|5|1|1|0.8|0.8
14080 - 45,5|6|1|1|0.833333333333333|0.833333333333333
14081 - 3 (35-38 )|6|1|1|0.833333333333333|0.833333333333333
14081 - 4 ( 39-42 )|19|1|1|0.947368421052632|0.947368421052632
14081 - 5 ( 43-46 )|17|1|1|0.941176470588235|0.941176470588235
14081 - 6 ( 47-50 )|4|1|1|0.75|0.75
14083 - 2XL|7|1|1|0.857142857142857|0.857142857142857
14083 - L|30|1|1|0.966666666666667|0.966666666666667
14083 - M|33|1|1|0.96969696969697|0.96969696969697
14083 - S|18|1|1|0.944444444444444|0.944444444444444
14083 - XL|17|1|1|0.941176470588235|0.941176470588235
14084 - 40|6|1|1|0.833333333333333|0.833333333333333
14091 - 38,5|4|1|1|0.75|0.75
14091 - 41|6|1|1|0.833333333333333|0.833333333333333
14092 - 3XL|8|1|1|0.875|0.875
14092 - L|11|1|1|0.909090909090909|0.909090909090909
14092 - M|29|1|1|0.96551724137931|0.96551724137931
14092 - S|12|1|1|0.916666666666667|0.916666666666667
14101 - 140|7|1|1|0.857142857142857|0.857142857142857
14101 - 164|14|1|1|0.928571428571429|0.928571428571429
14102 - L|4|1|1|0.75|0.75
14102 - M|10|1|1|0.9|0.9
14104 - 39|4|1|1|0.75|0.75
14111 - L ( 152-158 )|51|1|1|0.980392156862745|0.980392156862745
14111 - M ( 140-152 )|38|1|1|0.973684210526316|0.973684210526316
14111 - S ( 128-140 )|22|1|1|0.954545454545455|0.954545454545455
14111 - XL ( 158-170 )|59|1|1|0.983050847457627|0.983050847457627
14122 - XL|5|1|1|0.8|0.8
14129 - 42|17|1|1|0.941176470588235|0.941176470588235
14129 - 42 2/3|25|1|1|0.96|0.96
14129 - 43 1/3|32|1|1|0.96875|0.96875
14129 - 44 2/3|23|1|1|0.956521739130435|0.956521739130435
14129 - 47 1/3|18|1|1|0.944444444444444|0.944444444444444
14131 - 2XL|5|1|1|0.8|0.8
14131 - M|6|1|1|0.833333333333333|0.833333333333333
14134 - XL|7|1|1|0.857142857142857|0.857142857142857
14137 - M|6|1|1|0.833333333333333|0.833333333333333
14137 - S|5|1|1|0.8|0.8
14137 - XL|5|1|1|0.8|0.8
14148 - L|10|1|1|0.9|0.9
14148 - M|9|1|1|0.888888888888889|0.888888888888889
14148 - S|7|1|1|0.857142857142857|0.857142857142857
14164 - L|5|1|1|0.8|0.8
14164 - M|10|1|1|0.9|0.9
14164 - S|5|1|1|0.8|0.8
14164 - XL|6|1|1|0.833333333333333|0.833333333333333
14169 - L|32|1|1|0.96875|0.96875
14169 - S|18|1|1|0.944444444444444|0.944444444444444
14169 - XL|15|1|1|0.933333333333333|0.933333333333333
14171 - L|6|1|1|0.833333333333333|0.833333333333333
14178 - 2XL|49|1|1|0.979591836734694|0.979591836734694
14178 - L|97|47|10|0.515463917525773|0.896907216494845
14178 - M|76|123|9|-0.618421052631579|0.881578947368421
14178 - S|61|123|35|-1.01639344262295|0.426229508196721
14178 - XL|76|1|1|0.986842105263158|0.986842105263158
14182 - 40,5|5|1|1|0.8|0.8
14182 - 41|8|1|1|0.875|0.875
14182 - 42|10|1|1|0.9|0.9
14182 - 42,5|12|1|1|0.916666666666667|0.916666666666667
14182 - 43|7|1|1|0.857142857142857|0.857142857142857
14182 - 44|20|1|1|0.95|0.95
14182 - 44,5|17|1|1|0.941176470588235|0.941176470588235
14182 - 45|8|1|1|0.875|0.875
14182 - 45,5|13|1|1|0.923076923076923|0.923076923076923
14182 - 46|10|1|1|0.9|0.9
14182 - 47|5|1|1|0.8|0.8
14195 - M|7|1|1|0.857142857142857|0.857142857142857
14198 - 164/176|16|1|1|0.9375|0.9375
14210 - 43 1/3|14|1|1|0.928571428571429|0.928571428571429
14218 - L|14|1|1|0.928571428571429|0.928571428571429
14218 - M|12|1|1|0.916666666666667|0.916666666666667
14223 - 42 2/3|5|1|1|0.8|0.8
14228 - 2XL|24|1|1|0.958333333333333|0.958333333333333
14228 - L|68|1|1|0.985294117647059|0.985294117647059
14228 - M|63|1|1|0.984126984126984|0.984126984126984
14228 - S|43|1|1|0.976744186046512|0.976744186046512
14228 - XL|49|1|1|0.979591836734694|0.979591836734694
14238 - 39|7|1|1|0.857142857142857|0.857142857142857
14238 - 42,5|6|1|1|0.833333333333333|0.833333333333333
14238 - 43|20|1|1|0.95|0.95
14238 - 44|21|1|1|0.952380952380952|0.952380952380952
14245 - L|11|1|1|0.909090909090909|0.909090909090909
14245 - M|9|1|1|0.888888888888889|0.888888888888889
14248 - 41|7|1|1|0.857142857142857|0.857142857142857
14248 - 42|16|1|1|0.9375|0.9375
14248 - 42,5|14|1|1|0.928571428571429|0.928571428571429
14248 - 44|12|1|1|0.916666666666667|0.916666666666667
14248 - 44,5|16|1|1|0.9375|0.9375
14248 - 45,5|9|1|1|0.888888888888889|0.888888888888889
14248 - 46|9|1|1|0.888888888888889|0.888888888888889
14254 - M|4|1|1|0.75|0.75
14259 - 2 ( 37-39 )|20|1|1|0.95|0.95
14259 - 3 ( 40-42 )|48|1|1|0.979166666666667|0.979166666666667
14259 - 4 ( 43-45 )|66|123|123|-0.863636363636364|-0.863636363636364
14259 - 5 ( 46-48 )|29|123|123|-3.24137931034483|-3.24137931034483
14261 - L|61|1|1|0.983606557377049|0.983606557377049
14261 - M|58|1|1|0.982758620689655|0.982758620689655
14261 - S|50|1|1|0.98|0.98
14261 - XL|29|1|1|0.96551724137931|0.96551724137931
14264 - 2XL|45|1|1|0.977777777777778|0.977777777777778
14264 - L|64|1|1|0.984375|0.984375
14264 - S|31|1|1|0.967741935483871|0.967741935483871
14264 - XL|75|1|1|0.986666666666667|0.986666666666667
14266 - 44|11|1|1|0.909090909090909|0.909090909090909
14266 - 44,5|5|3|3|0.4|0.4
14267 - 4 ( 43-45 )|8|1|1|0.875|0.875
14268 - L ( 42-46 )|61|1|1|0.983606557377049|0.983606557377049
14268 - M ( 38-42 )|38|1|1|0.973684210526316|0.973684210526316
14273 - L|8|1|1|0.875|0.875
14275 - 44,5|4|1|1|0.75|0.75
14286 - 176|4|1|1|0.75|0.75
14297 - 40|7|1|1|0.857142857142857|0.857142857142857
14299 - 44|4|1|1|0.75|0.75
14310 - L|4|1|1|0.75|0.75
14315 - L|10|1|1|0.9|0.9
14315 - M|8|1|1|0.875|0.875
14315 - XL|5|1|1|0.8|0.8
14328 - L|14|1|1|0.928571428571429|0.928571428571429
14328 - M|36|1|1|0.972222222222222|0.972222222222222
14328 - S|15|1|1|0.933333333333333|0.933333333333333
14328 - XS|5|1|1|0.8|0.8
14334 - L|5|1|1|0.8|0.8
14334 - M|9|1|1|0.888888888888889|0.888888888888889
14344 - L|4|1|1|0.75|0.75
14346 - L|7|1|1|0.857142857142857|0.857142857142857
14346 - M|8|1|1|0.875|0.875
14347 - 42|4|3|3|0.25|0.25
14347 - 42,5|5|3|3|0.4|0.4
14347 - 43|7|3|3|0.571428571428571|0.571428571428571
14347 - 44|6|3|3|0.5|0.5
14347 - 45,5|4|2|1|0.5|0.75
14350 - L ( 152-158 )|38|1|1|0.973684210526316|0.973684210526316
14350 - M ( 140-152 )|20|1|1|0.95|0.95
14350 - S ( 128-140 )|8|1|1|0.875|0.875
14350 - XL ( 158-170 )|58|1|1|0.982758620689655|0.982758620689655
14351 - XS ( 116-128 )|5|1|1|0.8|0.8
14367 - 43|4|1|1|0.75|0.75
14367 - 44|10|1|1|0.9|0.9
14378 - 152|4|1|1|0.75|0.75
14378 - 164|9|1|1|0.888888888888889|0.888888888888889
14380 - 6|11|1|1|0.909090909090909|0.909090909090909
14380 - 7|10|1|1|0.9|0.9
14380 - 8|4|1|1|0.75|0.75
14383 - 164/176|29|1|1|0.96551724137931|0.96551724137931
14389 - L|13|1|1|0.923076923076923|0.923076923076923
14389 - M|16|1|1|0.9375|0.9375
14389 - S|8|1|1|0.875|0.875
14393 - 2 ( 37-39 )|33|5|1|0.848484848484849|0.96969696969697
14393 - 4 ( 43-45 )|23|1|1|0.956521739130435|0.956521739130435
14394 - 164|4|1|1|0.75|0.75
14395 - M|4|1|1|0.75|0.75
14407 - L ( 152-158 )|4|1|1|0.75|0.75
14408 - 39 1/3|11|1|2|0.909090909090909|0.818181818181818
14408 - 40|14|1|1|0.928571428571429|0.928571428571429
14408 - 40 2/3|27|1|2|0.962962962962963|0.925925925925926
14408 - 41 1/3|34|1|2|0.970588235294118|0.941176470588235
14408 - 42|41|1|2|0.975609756097561|0.951219512195122
14408 - 42 2/3|61|1|3|0.983606557377049|0.950819672131147
14408 - 43 1/3|74|1|2|0.986486486486487|0.972972972972973
14408 - 44|68|2|3|0.970588235294118|0.955882352941177
14408 - 44 2/3|69|1|3|0.985507246376812|0.956521739130435
14408 - 46 2/3|25|1|1|0.96|0.96
14410 - 42|5|1|1|0.8|0.8
14410 - 44,5|4|1|1|0.75|0.75
14416 - 176|12|1|1|0.916666666666667|0.916666666666667
14422 - 164|16|1|1|0.9375|0.9375
14424 - 39|8|1|1|0.875|0.875
14424 - 41|14|1|1|0.928571428571429|0.928571428571429
14424 - 42|8|1|1|0.875|0.875
14424 - 43|16|1|1|0.9375|0.9375
14424 - 44|17|1|1|0.941176470588235|0.941176470588235
14424 - 44,5|14|1|1|0.928571428571429|0.928571428571429
14424 - 45|11|1|1|0.909090909090909|0.909090909090909
14424 - 46|10|1|1|0.9|0.9
14424 - 47|7|1|1|0.857142857142857|0.857142857142857
14427 - 43|5|1|1|0.8|0.8
14429 - 44,5|7|3|1|0.571428571428571|0.857142857142857
14429 - 45|10|3|1|0.7|0.9
14430 - L|11|1|1|0.909090909090909|0.909090909090909
14430 - M|10|1|1|0.9|0.9
14430 - S|5|1|1|0.8|0.8
14430 - XL|8|1|1|0.875|0.875
14436 - 2XL|4|1|1|0.75|0.75
14437 - 42 2/3|6|1|1|0.833333333333333|0.833333333333333
14437 - 44|4|1|1|0.75|0.75
14438 - 2XL|9|1|1|0.888888888888889|0.888888888888889
14438 - L|48|1|1|0.979166666666667|0.979166666666667
14438 - M|13|1|1|0.923076923076923|0.923076923076923
14438 - XL|25|1|1|0.96|0.96
14443 - XL|6|1|1|0.833333333333333|0.833333333333333
14446 - 3 ( 40-42 )|5|1|1|0.8|0.8
14446 - 4 ( 43-45 )|10|1|1|0.9|0.9
14453 - 37,5|5|1|1|0.8|0.8
14461 - L|12|1|1|0.916666666666667|0.916666666666667
14461 - M|8|1|1|0.875|0.875
14461 - S|6|1|1|0.833333333333333|0.833333333333333
14479 - 43|11|1|1|0.909090909090909|0.909090909090909
14479 - 44|14|1|1|0.928571428571429|0.928571428571429
14479 - 44,5|12|1|1|0.916666666666667|0.916666666666667
14482 - L|52|1|1|0.980769230769231|0.980769230769231
14482 - M|58|1|1|0.982758620689655|0.982758620689655
14482 - XL|31|1|1|0.967741935483871|0.967741935483871
14483 - 42,5|4|1|1|0.75|0.75
14496 - 43/46|8|1|2|0.875|0.75
14501 - 2XL|16|1|1|0.9375|0.9375
14501 - L|70|1|1|0.985714285714286|0.985714285714286
14501 - M|71|1|1|0.985915492957746|0.985915492957746
14501 - S|56|1|1|0.982142857142857|0.982142857142857
14501 - XL|56|1|1|0.982142857142857|0.982142857142857
14502 - 2|4|1|1|0.75|0.75
14502 - 4|12|1|1|0.916666666666667|0.916666666666667
14504 - L|5|1|1|0.8|0.8
14509 - L|34|1|1|0.970588235294118|0.970588235294118
14509 - M|30|1|1|0.966666666666667|0.966666666666667
14509 - S|7|1|1|0.857142857142857|0.857142857142857
14509 - XL|7|1|1|0.857142857142857|0.857142857142857
14510 - 2XL|9|1|1|0.888888888888889|0.888888888888889
14510 - L|37|1|1|0.972972972972973|0.972972972972973
14510 - M|34|1|1|0.970588235294118|0.970588235294118
14510 - S|20|1|1|0.95|0.95
14510 - XL|21|1|1|0.952380952380952|0.952380952380952
14514 - 2XL|7|1|1|0.857142857142857|0.857142857142857
14514 - L|33|1|1|0.96969696969697|0.96969696969697
14514 - M|29|1|1|0.96551724137931|0.96551724137931
14514 - S|17|1|1|0.941176470588235|0.941176470588235
14514 - XL|28|1|1|0.964285714285714|0.964285714285714
14517 - 140|4|1|1|0.75|0.75
14519 - 36|7|1|1|0.857142857142857|0.857142857142857
14519 - 38|18|1|1|0.944444444444444|0.944444444444444
14523 - L ( 42-46 )|47|1|1|0.978723404255319|0.978723404255319
14523 - M ( 38-42 )|35|1|1|0.971428571428571|0.971428571428571
14523 - S ( 34-38 )|5|1|1|0.8|0.8
14523 - XL (46-50 )|9|1|1|0.888888888888889|0.888888888888889
14525 - 45|4|1|1|0.75|0.75
14529 - M|15|1|1|0.933333333333333|0.933333333333333
14582 - L|11|1|1|0.909090909090909|0.909090909090909
14582 - M|12|1|1|0.916666666666667|0.916666666666667
14582 - XL|4|1|1|0.75|0.75
14584 - 34|5|1|1|0.8|0.8
14586 - 2XL|6|1|1|0.833333333333333|0.833333333333333
14586 - L|38|1|1|0.973684210526316|0.973684210526316
14586 - M|50|1|1|0.98|0.98
14586 - S|29|1|1|0.96551724137931|0.96551724137931
14586 - XL|20|1|1|0.95|0.95
14592 - 2XL|9|1|1|0.888888888888889|0.888888888888889
14592 - S|14|1|1|0.928571428571429|0.928571428571429
14592 - XL|16|1|1|0.9375|0.9375
14603 - 2XL|4|1|1|0.75|0.75
14603 - L|38|2|2|0.947368421052632|0.947368421052632
14603 - M|39|2|3|0.948717948717949|0.923076923076923
14603 - S|14|1|1|0.928571428571429|0.928571428571429
14603 - XL|17|1|1|0.941176470588235|0.941176470588235
14606 - L|6|1|1|0.833333333333333|0.833333333333333
14606 - M|7|1|1|0.857142857142857|0.857142857142857
14608 - L|5|1|1|0.8|0.8
14608 - M|13|1|1|0.923076923076923|0.923076923076923
14608 - XL|4|1|1|0.75|0.75
14615 - 140|4|1|1|0.75|0.75
14622 - 43|10|1|1|0.9|0.9
14623 - 3 ( 39-42 )|10|1|1|0.9|0.9
14623 - 4 ( 43-46 )|11|1|1|0.909090909090909|0.909090909090909
14624 - M|4|1|1|0.75|0.75
14633 - S|7|1|1|0.857142857142857|0.857142857142857
14639 - L|26|1|3|0.961538461538462|0.884615384615385
14639 - M|30|1|1|0.966666666666667|0.966666666666667
14639 - S|17|1|1|0.941176470588235|0.941176470588235
14639 - XL|10|1|1|0.9|0.9
14648 - L ( 152-158 )|23|1|1|0.956521739130435|0.956521739130435
14648 - M ( 140-152 )|16|1|1|0.9375|0.9375
14648 - XL ( 158-170 )|39|1|1|0.974358974358974|0.974358974358974
14650 - 37,5|4|1|1|0.75|0.75
14650 - 38,5|11|1|1|0.909090909090909|0.909090909090909
14650 - 40|7|1|1|0.857142857142857|0.857142857142857
14651 - L|22|1|1|0.954545454545455|0.954545454545455
14651 - M|26|1|1|0.961538461538462|0.961538461538462
14651 - S|8|1|1|0.875|0.875
14654 - 36|5|1|1|0.8|0.8
14654 - 36,5|7|1|1|0.857142857142857|0.857142857142857
14656 - 42|4|1|1|0.75|0.75
14656 - 42,5|10|1|1|0.9|0.9
14656 - 44|5|1|1|0.8|0.8
14659 - L ( 42-46 )|108|123|123|-0.138888888888889|-0.138888888888889
14659 - M ( 38-42 )|83|1|1|0.987951807228916|0.987951807228916
14659 - S ( 34-38 )|40|1|1|0.975|0.975
14659 - XL (46-50 )|43|1|1|0.976744186046512|0.976744186046512
14659 - XS ( 30-34 )|8|1|1|0.875|0.875
14661 - L|10|1|1|0.9|0.9
14661 - M|11|1|1|0.909090909090909|0.909090909090909
14661 - S|5|1|1|0.8|0.8
14663 - 2XL|30|1|1|0.966666666666667|0.966666666666667
14663 - L|101|1|1|0.99009900990099|0.99009900990099
14663 - M|95|1|1|0.989473684210526|0.989473684210526
14663 - XL|72|1|1|0.986111111111111|0.986111111111111
14665 - 164/176|22|1|1|0.954545454545455|0.954545454545455
14669 - L|19|1|1|0.947368421052632|0.947368421052632
14669 - M|22|1|1|0.954545454545455|0.954545454545455
14669 - S|12|1|1|0.916666666666667|0.916666666666667
14669 - XL|11|1|1|0.909090909090909|0.909090909090909
14672 - 41 1/3|10|3|3|0.7|0.7
14672 - 42 2/3|20|3|1|0.85|0.95
14672 - 43 1/3|33|3|3|0.909090909090909|0.909090909090909
14672 - 44|28|3|1|0.892857142857143|0.964285714285714
14672 - 44 2/3|17|1|1|0.941176470588235|0.941176470588235
14672 - 45 1/3|18|3|3|0.833333333333333|0.833333333333333
14672 - 46 2/3|10|1|1|0.9|0.9
14672 - 47 1/3|10|3|3|0.7|0.7
14674 - 42|7|1|1|0.857142857142857|0.857142857142857
14674 - 42 2/3|11|1|1|0.909090909090909|0.909090909090909
14674 - 43 1/3|8|1|1|0.875|0.875
14687 - 176|4|3|3|0.25|0.25
14688 - L|8|1|1|0.875|0.875
14688 - S|6|1|1|0.833333333333333|0.833333333333333
14692 - L|9|1|1|0.888888888888889|0.888888888888889
14692 - M|13|1|1|0.923076923076923|0.923076923076923
14692 - S|4|1|1|0.75|0.75
14703 - L ( 42-46 )|12|1|1|0.916666666666667|0.916666666666667
14704 - 42 2/3|11|1|3|0.909090909090909|0.727272727272727
